,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome_G
1930,20,5321,5,32,100,1809,16,23,0,0,0
1931,61,3869,1,24,2984,2017,6,46,0,0,0
1932,30,5304,3,21,1900,1891,13,20,0,0,0
1933,49,4240,6,3,12324,419,13,57,0,0,0
1934,36,2262,6,3,143,35,3,26,0,0,0
1935,30,3970,0,28,1065,3188,4,37,0,1,0
1936,42,2982,0,25,989,2221,7,22,0,0,0
1937,88,3506,5,31,212,1872,7,17,0,0,0
1938,24,2580,1,17,1220,1821,1,17,0,0,0
1939,49,3690,0,24,11044,4868,10,33,0,0,0
1940,41,5088,3,23,1802,1950,13,19,0,0,0
1941,44,2574,4,1,1432,61,8,22,0,0,0
1942,96,4690,3,8,14641,1074,7,18,0,0,0
1943,77,3948,4,16,3265,1360,7,62,0,0,0
1944,21,5426,6,9,1128,227,12,0,0,0,0
1945,48,5633,1,14,295,1764,6,21,0,0,0
1946,81,3161,1,30,46,2945,13,21,0,0,0
1947,52,3212,3,34,209,2745,5,30,0,0,0
1948,70,4834,2,33,39161,18018,10,209,0,0,0
1949,60,4046,4,73,3687,5009,5,79,1,0,0
1950,70,3045,2,27,879,1987,3,29,0,0,0
1951,76,3941,0,7,441,526,5,21,0,0,0
1952,45,3247,2,25,127,1433,12,29,0,0,0
1953,55,4139,5,46,1640,10477,12,43,1,0,0
1954,60,5827,0,0,15,16,11,37,0,1,0
1955,52,3207,1,33,1322,3782,6,50,0,0,0
1956,36,4812,1,21,1884,2435,7,43,0,1,0
1957,58,3416,5,32,79,4026,15,61,0,0,0
1958,36,5309,0,83,3392,52630,12,5,0,0,0
1959,40,4175,1,3,1060,257,13,20,0,0,0
1960,52,4201,0,33,1377,7803,11,58,0,0,0
1961,52,5327,5,21,1977,1612,15,28,0,0,0
1962,49,4327,5,32,124,3421,5,43,1,0,0
1963,60,3899,5,5,12653,346,14,23,0,0,0
1964,57,4415,6,4,1574,185,0,3,0,0,0
1965,18,3308,4,38,1844,3170,4,53,0,0,0
1966,60,5979,1,14,1941,2531,10,61,0,0,0
1967,57,1953,1,43,310,2433,6,33,0,1,0
1968,77,2665,2,4,29,119,5,23,0,0,0
1969,23,2807,4,18,1299,1366,3,12,0,0,0
1970,89,5007,2,11,2184,1052,8,10,0,0,0
1971,44,4587,1,44,1617,7208,15,30,1,0,0
1972,48,4915,4,37,1709,2011,8,22,0,0,0
1973,96,5164,4,18,911,1384,7,19,0,0,0
1974,55,4621,1,36,1427,4449,7,60,0,0,0
1975,72,3000,1,3,14,228,7,46,0,0,0
1976,50,4228,1,38,152,2615,8,38,0,0,0
1977,75,4895,3,52,37026,24106,9,206,0,0,0
1978,39,4828,3,24,953,4305,9,21,0,0,0
1979,71,3824,1,53,7965,3580,21,68,0,0,0
1980,54,4928,0,0,0,0,12,45,0,0,0
1981,48,6504,0,17,28,1202,12,21,0,0,0
1982,51,5409,0,0,0,0,9,12,0,0,0
1983,119,3501,2,6,506,129,5,10,0,0,0
1984,62,4525,2,11,231,780,10,11,1,0,0
1985,18,2674,5,4,741,68,1,17,0,0,0
1986,38,5685,0,0,86,55,8,52,0,0,0
1987,28,5008,1,58,1761,6154,10,41,1,0,0
1988,74,3281,5,28,3142,887,6,33,0,0,0
1989,46,2930,1,39,163,1871,6,19,0,0,0
1990,43,4235,1,27,465,2407,8,39,0,1,0
1991,36,3298,0,35,6881,3450,12,20,0,0,0
1992,60,4259,5,47,2010,9718,13,71,0,0,0
1993,45,5007,6,11,2030,272,7,20,0,0,0
1994,40,5272,2,46,1705,6797,14,34,0,0,0
1995,22,4658,5,23,1086,2780,9,37,0,0,0
1996,55,6009,2,10,585,1280,3,123,0,0,0
1997,73,2652,3,4,30,115,5,25,0,0,0
1998,44,4369,3,7,27,230,10,21,0,0,0
1999,31,4482,1,4,913,233,12,9,0,0,0
2000,40,5716,0,0,18,0,5,1,0,0,0
2001,59,3177,1,2,2513,328,6,20,0,0,0
2002,75,3575,6,42,1782,3511,6,55,1,0,0
2003,20,2404,3,18,101,1924,5,14,0,0,0
2004,98,5788,3,22,270,1286,10,9,0,0,0
2005,33,3291,5,6,1779,700,8,22,0,0,0
2006,48,4303,4,38,349,2477,6,28,0,0,0
2007,46,3004,6,26,500,1564,2,31,0,0,0
2008,60,5342,1,134,1007,5250,5,23,0,0,0
2009,60,4428,5,14,82,841,4,9,0,0,0
2010,49,5956,3,9,538,1206,6,77,0,0,0
2011,87,4535,0,0,8,19,7,45,0,0,0
2012,59,4808,5,0,848,1,9,15,0,0,0
2013,57,3903,4,0,2627,31,4,44,0,0,0
2014,60,4004,3,26,163,4604,8,36,0,0,0
2015,34,5254,4,13,7630,1787,7,8,0,0,0
2016,47,2985,1,28,1034,2032,3,34,0,0,0
2017,83,3804,2,14,595,1899,8,15,0,0,0
2018,51,4765,0,34,1175,2886,12,34,0,1,0
2019,12,2311,4,33,451,2050,3,24,0,0,0
2020,46,3967,2,11,5,1388,11,24,0,0,0
2021,39,4835,2,18,1519,1374,4,41,0,0,0
2022,53,5570,2,19,658,1078,9,2,0,0,0
2023,24,4372,3,23,1054,2510,13,32,0,1,0
2024,26,4005,5,1,2630,72,7,43,0,0,0
2025,28,3611,3,46,231,2881,7,42,0,0,0
2026,98,5873,3,12,7078,799,18,16,0,0,0
2027,53,5134,2,25,805,1378,3,10,0,0,0
2028,60,4602,4,28,200,4207,8,45,1,0,0
2029,66,5377,3,15,2181,1283,12,24,0,0,0
2030,55,4895,4,31,1581,1711,7,35,0,0,0
2031,60,4511,3,8,609,474,5,24,0,0,0
2032,36,2675,1,30,429,2309,16,44,0,0,0
2033,60,4043,5,49,1929,9190,11,38,1,0,0
2034,64,3986,0,8,3444,1905,16,28,0,0,0
2035,38,2904,4,4,63,101,9,20,0,0,0
2036,36,5800,0,15,830,2922,15,34,0,0,0
2037,84,3913,0,0,2012,0,5,29,0,0,0
2038,115,5956,2,17,4710,1561,5,19,0,0,0
2039,63,4886,4,33,610,5327,10,28,0,0,0
2040,92,5302,5,14,9726,1710,11,32,0,0,0
2041,60,2507,5,37,460,3270,14,35,0,0,0
2042,76,3549,5,28,2910,921,5,35,0,0,0
2043,90,3480,1,3,75,469,2,10,0,0,0
2044,35,3075,0,25,104,887,15,4,0,0,0
2045,54,4405,6,3,1495,166,1,3,0,0,0
2046,49,3377,5,40,1802,3000,2,37,0,0,0
2047,28,3147,0,6,625,597,6,21,0,0,0
2048,38,5248,2,10,9504,2228,15,26,0,0,0
2049,24,4578,3,6,758,338,12,3,0,0,0
2050,71,3382,0,19,325,2891,11,42,0,0,0
2051,53,5126,5,12,1857,1346,7,26,0,0,0
2052,60,3595,1,12,39,531,6,18,0,0,0
2053,65,4844,2,43,7570,4101,15,59,0,0,0
2054,39,5719,0,0,1,5,9,56,0,0,0
2055,24,2540,1,15,1239,1788,0,15,0,0,0
2056,60,3776,2,62,559,4623,5,33,0,0,0
2057,58,2605,4,4,33,116,5,29,0,0,0
2058,45,4447,2,40,672,5321,10,28,0,0,0
2059,66,5009,0,8,1220,2592,9,53,0,0,0
2060,48,4353,4,7,24,203,10,21,0,0,0
2061,71,2873,0,1,4,52,7,51,0,0,0
2062,38,1959,1,42,395,2332,7,12,0,0,0
2063,44,4304,1,52,764,5348,11,38,0,1,0
2064,13,4762,0,17,17687,7977,16,58,0,1,0
2065,21,5303,2,21,1121,1309,7,23,0,0,0
2066,27,3813,5,48,330,2902,10,43,0,0,0
2067,50,3879,0,23,144,1808,3,30,0,0,0
2068,20,4734,3,17,5904,7429,10,30,0,0,0
2069,12,2366,3,29,345,1979,3,23,0,0,0
2070,33,4327,3,3,1053,49,13,18,0,0,0
2071,47,5570,3,47,455,2890,9,23,0,0,0
2072,58,2862,1,35,160,1846,6,16,0,0,0
2073,33,4097,3,71,7926,21221,9,37,0,0,0
2074,49,5702,1,33,1463,7156,7,85,0,0,0
2075,35,5257,1,32,4649,3783,14,15,0,0,0
2076,27,3874,4,21,43,1586,8,19,0,0,0
2077,47,4210,1,2,1063,99,18,29,0,0,0
2078,60,5514,3,53,2042,6950,11,82,0,0,0
2079,24,4617,5,26,1030,2091,5,12,0,0,0
2080,57,5835,2,22,4998,10559,10,71,1,0,0
2081,60,4316,0,0,19,47,9,0,0,0,0
2082,88,3646,2,29,1910,2134,10,17,0,0,0
2083,32,4078,0,16,523,2324,10,30,0,0,0
2084,65,5077,0,0,7,46,17,86,0,0,0
2085,60,4508,2,10,239,740,10,11,0,0,0
2086,59,4899,0,14,452,2777,11,32,0,1,0
2087,44,5689,0,0,29,5,7,5,0,0,0
2088,40,4206,0,24,65,2717,10,48,1,1,0
2089,111,3430,5,38,221,1870,5,30,0,0,0
2090,39,4924,0,21,1179,2724,10,35,0,1,0
2091,87,2308,1,28,349,2708,5,24,0,0,0
2092,36,3436,5,32,333,2405,16,36,0,0,0
2093,56,5368,1,135,1108,5284,5,26,0,0,0
2094,56,4305,5,46,316,2668,5,13,0,0,0
2095,39,5717,0,12,821,2880,15,36,0,1,0
2096,30,5461,4,35,4557,6676,10,9,0,0,0
2097,41,3307,1,23,165,1392,12,25,0,0,0
2098,36,2355,2,37,268,2819,11,29,0,0,0
2099,34,3061,5,26,195,3908,10,9,0,0,0
2100,60,5302,2,6,14050,948,11,64,0,0,0
2101,36,2857,5,5,65,149,10,13,0,0,0
2102,35,3897,4,53,6282,26411,8,53,0,0,0
2103,48,2783,3,3,1164,118,10,25,0,0,0
2104,26,5006,0,19,1097,7116,9,79,0,0,0
2105,33,5652,4,12,1965,2776,16,33,0,0,0
2106,24,2285,2,38,144,2206,11,30,0,1,0
2107,32,4771,2,18,1159,2606,9,38,0,1,0
2108,21,4938,5,45,379,2706,10,48,0,0,0
2109,45,2805,0,27,4869,3173,7,31,0,0,0
2110,52,4237,2,35,945,3561,8,46,0,0,0
2111,34,3755,3,32,182,2890,9,38,0,0,0
2112,65,4570,2,8,567,479,5,21,0,0,0
2113,39,5156,1,37,7869,3889,11,37,0,0,0
2114,60,4300,4,7,15,115,11,22,0,0,0
2115,16,4600,6,4,1667,85,1,32,0,0,0
2116,91,4772,0,15,2024,2465,8,21,0,0,0
2117,29,5608,0,11,314,1925,6,25,0,1,0
2118,24,2887,4,17,30,2946,6,41,0,0,0
2119,43,5712,0,0,19,0,5,2,0,0,0
2120,49,3583,0,30,60,3373,8,46,0,0,0
2121,49,5427,0,0,7,3,8,19,0,0,0
2122,36,5016,0,32,1946,2501,13,57,0,1,0
2123,60,3861,2,14,6,1159,14,29,0,0,0
2124,24,7099,0,7,1146,2071,12,104,0,0,0
2125,59,3705,0,8,33079,10595,6,129,0,1,0
2126,48,2497,5,13,82,861,8,11,0,0,0
2127,48,4907,2,35,508,2478,2,15,0,0,0
2128,67,2841,3,20,503,1695,3,19,0,0,0
2129,40,3973,0,24,127,1871,3,37,0,0,0
2130,60,5569,0,7,1703,2964,10,28,0,1,0
2131,24,5318,1,12,1146,1263,10,28,0,0,0
2132,24,2799,3,19,1342,1363,3,10,0,0,0
2133,48,3111,2,15,3615,2245,12,27,0,0,0
2134,22,4346,2,23,1038,2487,13,30,0,1,0
2135,56,3044,5,26,1883,2622,14,39,0,0,0
2136,12,3289,6,30,60,2594,8,12,0,0,0
2137,47,5298,2,103,1057,5269,7,28,0,0,0
2138,52,5928,1,13,4048,3146,15,20,0,0,0
2139,41,4322,4,13,89,722,6,33,0,0,0
2140,48,6312,3,3,2895,239,9,36,0,0,0
2141,42,5263,2,91,1066,5276,8,30,0,0,0
2142,60,3365,1,8,12,776,4,28,0,0,0
2143,17,2861,5,15,655,1397,11,42,0,0,0
2144,57,5459,3,14,7430,1684,9,7,0,0,0
2145,44,4605,0,30,1885,2324,2,6,0,0,0
2146,36,2206,2,25,155,2019,3,23,0,1,0
2147,53,5749,2,44,1708,7001,10,63,0,0,0
2148,32,3635,0,31,515,2002,3,38,0,0,0
2149,30,5654,2,51,2188,11539,3,58,1,0,0
2150,41,5630,4,42,1200,2419,10,49,0,1,0
2151,24,3864,2,8,933,641,2,23,0,0,0
2152,87,3882,0,60,254,3613,10,37,0,0,0
2153,22,5307,5,24,5105,8384,13,39,0,0,0
2154,27,3824,5,48,334,2904,10,43,0,0,0
2155,51,5117,0,16,23638,24743,4,6,0,1,0
2156,18,4101,5,83,1344,2932,5,26,0,0,0
2157,46,4006,0,14,40,1239,11,19,0,0,0
2158,42,2827,5,3,675,84,6,45,0,0,0
2159,47,3903,6,1,2838,43,4,49,0,0,0
2160,60,3366,3,29,1748,2734,10,38,0,0,0
2161,31,2087,2,33,438,1676,2,23,0,0,0
2162,39,5556,1,44,985,18273,9,122,0,0,0
2163,58,2637,3,3,31,90,5,33,0,0,0
2164,71,6010,3,40,1191,2182,9,22,0,0,0
2165,21,5400,5,5,4123,735,9,20,0,0,0
2166,87,3724,4,7,449,147,4,16,0,0,0
2167,59,6415,1,7,323,1138,13,34,0,0,0
2168,57,4006,1,24,10284,5536,5,54,1,0,0
2169,20,5301,6,27,189,1567,15,13,0,0,0
2170,60,5473,0,0,25,11,15,12,0,0,0
2171,82,5094,6,15,1956,682,9,14,0,0,0
2172,28,2918,4,2,1547,434,9,16,0,0,0
2173,27,3266,0,39,1186,3678,5,52,0,0,0
2174,38,5904,3,12,1925,2639,15,52,0,0,0
2175,60,4348,5,6,4815,309,7,25,0,0,0
2176,70,2865,2,5,50,138,8,10,0,0,0
2177,52,3093,0,29,857,3323,4,39,0,0,0
2178,35,5100,4,5,212,170,9,21,0,0,0
2179,43,4331,4,13,83,739,5,30,0,0,0
2180,61,4141,0,23,15599,23631,5,55,0,0,0
2181,48,4870,5,2,2193,89,9,47,0,0,0
2182,26,6119,2,55,2506,11264,1,73,0,0,0
2183,60,5367,1,7,7056,1281,8,46,0,0,0
2184,41,4077,2,47,788,3253,2,31,0,1,0
2185,49,2705,0,31,515,2120,15,38,0,0,0
2186,36,3321,4,28,1793,3117,10,29,0,0,0
2187,60,4389,5,5,5047,244,7,20,1,0,0
2188,60,5330,0,16,27075,25322,4,7,0,0,0
2189,63,3010,0,12,442,1196,9,12,0,0,0
2190,54,5851,3,14,2260,1271,13,18,0,0,0
2191,66,6091,2,26,1443,2334,10,44,0,0,0
2192,36,2882,2,30,787,2091,4,20,0,0,0
2193,106,3594,2,7,482,138,5,12,0,0,0
2194,55,5928,5,34,792,950,10,13,0,0,0
2195,56,4688,0,2,524,135,8,16,0,0,0
2196,62,5776,5,72,289,3061,7,16,0,0,0
2197,54,2446,2,18,45,1186,6,9,0,0,0
2198,57,3009,0,11,442,1256,10,13,0,0,0
2199,63,3417,0,0,33,8,8,26,0,0,0
2200,32,2302,3,36,272,2896,11,30,0,0,0
2201,60,4363,5,5,4965,277,6,21,1,0,0
2202,45,5372,5,18,1982,1587,10,24,0,0,0
2203,36,5308,0,88,3994,52064,12,7,0,0,0
2204,30,2704,2,21,1738,1094,16,9,0,0,0
2205,21,3287,5,39,1825,3146,4,46,0,0,0
2206,39,5862,4,8,534,1088,9,6,0,0,0
2207,53,4045,0,45,3297,5058,6,37,0,0,0
2208,91,4569,0,0,7,15,7,51,0,0,0
2209,78,3960,0,10,536,637,3,18,0,0,0
2210,51,4819,0,33,1180,2890,12,34,0,1,0
2211,53,3009,0,12,430,1314,10,14,0,0,0
2212,38,3401,4,23,1813,3135,13,36,0,0,0
2213,97,4352,2,37,19280,24107,3,69,1,0,0
2214,52,4686,5,23,87,3342,8,39,0,0,0
2215,40,3796,4,22,26,1121,15,22,0,0,0
2216,38,2698,5,19,398,1369,5,18,0,0,0
2217,60,5065,0,13,339,4316,1,38,0,0,0
2218,31,2625,0,37,505,2206,16,44,0,0,0
2219,51,4404,1,7,16,169,15,13,0,0,0
2220,67,5765,1,87,648,5317,7,33,0,0,0
2221,53,4690,0,1,584,137,7,13,0,0,0
2222,25,3613,3,47,235,2852,8,38,0,0,0
2223,83,5549,4,21,314,1303,10,5,0,0,0
2224,25,2422,5,1,1634,5,6,11,0,0,0
2225,41,2552,2,15,96,921,9,9,0,0,0
2226,37,5740,0,14,888,3036,12,32,0,1,0
2227,114,4691,4,2,4149,262,9,23,0,0,0
2228,60,5656,3,29,6899,3959,9,48,1,0,0
2229,84,4955,4,3,4133,457,9,22,0,0,0
2230,25,4477,4,2,894,116,7,5,0,0,0
2231,58,4150,4,71,3796,4943,7,71,0,0,0
2232,31,4459,6,0,913,12,7,9,0,0,0
2233,53,4392,1,21,467,2352,5,14,0,0,0
2234,74,3831,4,3,2036,80,8,13,0,0,0
2235,60,4311,0,0,19,44,9,0,0,0,0
2236,51,3470,3,37,1137,3076,10,22,0,0,0
2237,60,3056,0,31,3085,3460,11,32,0,0,0
2238,46,4444,1,17,294,1264,7,9,0,0,0
2239,45,5785,3,11,550,1085,9,4,0,0,0
2240,50,3149,5,32,1825,2841,10,31,1,0,0
2241,59,3757,2,13,675,1750,9,17,0,0,0
2242,36,4285,2,57,2590,3425,8,23,0,0,0
2243,112,5661,3,59,306,3029,5,27,0,0,0
2244,36,5032,0,33,1951,2506,13,58,0,1,0
2245,64,3371,2,1,190,4,7,21,0,0,0
2246,14,2810,0,44,191,1729,3,20,0,0,0
2247,54,4131,4,42,79,3489,5,59,1,0,0
2248,47,3520,5,10,1872,806,7,31,0,0,0
2249,59,3601,5,22,195,1893,10,2,0,0,0
2250,41,3193,2,35,2502,3363,8,40,0,0,0
2251,61,4830,2,14,1161,2730,9,54,0,0,0
2252,56,6201,2,12,551,1278,3,92,0,0,0
2253,66,3923,1,52,8002,3564,20,64,0,0,0
2254,59,3705,0,8,33225,10632,6,131,0,1,0
2255,26,2524,2,11,78,336,7,13,0,0,0
2256,57,4847,1,34,3316,2445,8,14,0,0,0
2257,67,3869,2,10,566,712,3,14,0,0,0
2258,47,2398,2,34,341,2606,4,30,0,0,0
2259,54,5554,2,18,547,1105,9,0,0,0,0
2260,110,5706,3,21,24291,4394,11,24,0,0,0
2261,60,3031,1,32,19464,17059,1,41,1,0,0
2262,45,3469,2,35,63,3728,11,43,0,0,0
2263,47,5701,4,20,2066,2573,11,40,0,0,0
2264,55,3913,5,14,30,1415,13,16,0,0,0
2265,38,3663,0,30,494,2012,5,35,0,0,0
2266,48,4651,1,22,447,2376,3,19,0,0,0
2267,96,5904,2,16,962,1097,10,9,0,0,0
2268,30,5403,0,29,4741,3503,13,11,0,0,0
2269,36,4469,3,104,9619,33984,6,48,0,0,0
2270,18,4114,5,86,1322,2936,5,26,0,0,0
2271,39,5766,5,69,274,3090,9,13,0,0,0
2272,58,3747,1,16,626,4139,14,36,0,0,0
2273,36,1939,0,34,362,2414,3,12,0,0,0
2274,72,5624,2,18,529,1133,9,1,0,0,0
2275,73,5802,3,42,37346,26183,10,165,0,0,0
2276,54,4159,2,47,20181,10317,4,42,0,0,0
2277,48,4275,4,41,217,2539,6,23,0,0,0
2278,18,4276,0,21,11318,22402,6,34,0,1,0
2279,40,4022,5,3,12818,684,18,130,0,0,0
2280,45,3522,5,28,323,2436,13,44,1,0,0
2281,42,3562,0,34,481,1966,1,41,1,0,0
2282,29,4579,5,24,1114,2699,9,39,0,0,0
2283,44,5417,3,9,7100,1816,10,23,0,0,0
2284,36,4335,3,34,132,2638,10,41,0,0,0
2285,38,5846,0,17,414,1882,7,24,0,1,0
2286,25,6084,0,20,220,1110,13,32,0,0,0
2287,61,3991,1,8,5,1305,12,27,0,0,0
2288,111,4350,5,4,14872,127,6,30,0,0,0
2289,60,5005,3,49,572,2550,2,0,0,0,0
2290,40,3074,1,19,283,1519,13,25,0,0,0
2291,44,5009,2,37,4491,4258,16,21,0,0,0
2292,48,4756,0,12,2876,2456,12,25,0,0,0
2293,36,3535,5,31,340,2394,18,41,0,0,0
2294,60,5682,2,16,580,1123,7,26,0,0,0
2295,61,4305,0,12,626,3526,10,71,0,0,0
2296,43,4320,3,2,1811,48,3,31,0,0,0
2297,99,4745,0,0,0,0,6,69,0,0,0
2298,83,2713,0,5,288,503,6,10,0,0,0
2299,60,5235,0,15,598,2718,10,36,0,1,0
2300,33,5758,0,15,369,1891,7,24,0,1,0
2301,83,5603,3,14,4287,1775,4,19,0,0,0
2302,86,5671,2,18,298,1538,7,14,0,0,0
2303,46,3600,3,26,331,1918,6,16,0,0,0
2304,59,4672,1,19,3840,4568,16,49,0,0,0
2305,54,3484,1,20,99,5006,7,68,0,0,0
2306,105,3504,3,46,198,5502,3,75,0,0,0
2307,15,3902,5,18,12,1589,9,18,0,0,0
2308,52,4872,2,15,10638,1412,8,18,0,0,0
2309,50,4170,0,17,3719,4958,8,32,0,0,0
2310,60,3925,4,42,2260,8780,7,20,1,0,0
2311,34,4045,1,38,917,3228,3,33,0,1,0
2312,19,3704,1,28,574,2022,4,38,0,0,0
2313,62,5629,4,24,1050,2157,9,45,1,0,0
2314,30,2766,4,43,965,3054,2,41,0,0,0
2315,54,3203,3,9,882,684,10,23,0,0,0
2316,90,4679,3,26,94,1779,11,1,0,0,0
2317,54,3092,0,13,3520,2034,16,26,0,0,0
2318,39,5312,4,23,1387,3869,9,57,0,0,0
2319,29,4090,1,34,1091,3431,5,39,0,1,0
2320,51,2581,3,6,48,157,5,24,0,0,0
2321,45,3554,3,10,867,686,6,32,0,0,0
2322,51,4428,2,11,186,724,9,21,0,0,0
2323,116,2400,5,13,1705,1298,6,10,0,0,0
2324,60,3870,4,18,55,1484,11,19,0,0,0
2325,48,2608,1,34,365,2885,9,15,0,0,0
2326,59,4082,0,79,2815,5019,6,50,1,0,0
2327,18,6002,4,2,844,61,17,7,0,0,0
2328,19,2499,3,24,409,1362,8,18,0,0,0
2329,37,3605,3,10,861,681,4,35,0,0,0
2330,29,2554,3,9,54,321,8,19,0,0,0
2331,64,4201,1,23,807,3213,8,44,0,0,0
2332,60,4879,4,3,14713,316,11,59,0,0,0
2333,49,3013,0,24,959,2271,8,19,0,0,0
2334,44,3589,1,24,227,2881,9,41,0,0,0
2335,82,3404,1,3,43,469,1,10,0,0,0
2336,60,6075,2,10,502,1268,5,115,0,0,0
2337,37,3103,3,27,478,4662,6,29,0,0,0
2338,116,2912,0,52,112,4156,9,21,0,0,0
2339,75,5101,5,8,2158,576,13,51,0,0,0
2340,43,1975,0,32,175,2470,3,27,0,1,0
2341,60,2938,0,5,2412,658,7,9,0,0,0
2342,49,4223,0,37,142,2609,8,39,0,0,0
2343,48,2313,3,48,173,3483,2,37,0,1,0
2344,36,2773,3,67,1232,4456,4,37,0,0,0
2345,28,2406,2,21,295,1768,7,23,0,0,0
2346,45,2820,4,2,1146,95,7,27,0,0,0
2347,45,3008,4,24,467,1565,4,29,0,0,0
2348,33,3261,2,32,131,3682,9,15,0,0,0
2349,60,2332,5,3,72,52,8,41,0,0,0
2350,82,3584,1,32,1680,2582,13,33,0,0,0
2351,60,5697,3,23,645,1035,9,3,0,0,0
2352,43,5463,3,18,470,1153,11,0,0,0,0
2353,58,6334,0,13,683,744,8,33,0,0,0
2354,59,5928,4,1,19723,493,10,0,0,0,0
2355,61,4026,4,42,8890,6511,3,78,1,0,0
2356,51,3008,4,21,478,1458,4,24,0,0,0
2357,108,3687,1,30,1938,2204,10,17,0,0,0
2358,42,5376,5,20,327,1259,13,1,0,0,0
2359,29,3035,4,37,835,2742,5,34,0,0,0
2360,26,4423,0,14,294,1296,4,15,0,0,0
2361,42,2875,5,23,466,1483,3,25,0,0,0
2362,43,5245,5,29,1813,1879,10,24,0,0,0
2363,61,3818,0,2,285,382,8,23,0,0,0
2364,63,6149,1,29,755,1933,9,21,0,0,0
2365,64,4419,5,16,75,926,4,7,0,0,0
2366,70,5948,4,38,1157,2171,9,24,1,0,0
2367,33,3389,4,23,1820,3161,13,39,0,0,0
2368,37,3413,0,54,1316,3345,1,34,0,0,0
2369,64,5261,3,12,1102,1333,10,29,0,0,0
2370,27,3031,4,38,833,2757,5,35,0,0,0
2371,25,4129,4,38,2736,2824,13,28,0,0,0
2372,56,5781,4,15,5756,2594,7,32,0,0,0
2373,20,3004,4,4,921,119,8,13,0,0,0
2374,23,4002,1,19,548,2755,12,41,0,1,0
2375,31,2535,3,23,3673,2538,9,25,0,0,0
2376,40,4780,1,23,3171,2295,14,24,0,0,0
2377,34,5747,0,0,12,0,7,6,0,0,0
2378,60,3801,1,28,133,1617,5,23,0,0,0
2379,48,4239,5,103,7164,20473,9,38,0,0,0
2380,60,5670,3,19,2067,2578,8,40,0,0,0
2381,43,2962,2,11,686,1262,11,29,0,0,0
2382,113,5221,0,1,18,117,13,26,0,0,0
2383,74,4605,6,10,1849,154,6,33,0,0,0
2384,60,4325,3,31,309,4377,15,65,0,0,0
2385,31,4969,5,41,12692,9930,13,89,0,0,0
2386,53,2453,2,19,85,871,8,10,0,0,0
2387,32,6289,0,20,90,1131,14,16,0,0,0
2388,49,5060,3,40,2882,4960,5,103,0,0,0
2389,60,4301,4,6,16,102,10,18,0,0,0
2390,55,2664,6,2,506,44,1,61,1,0,0
2391,32,4044,1,27,1030,3198,4,37,0,0,0
2392,45,6148,0,10,1178,561,13,4,0,0,0
2393,25,5302,4,14,11775,1483,5,24,0,0,0
2394,64,3256,0,0,0,0,8,32,1,0,0
2395,55,3459,1,39,18294,19901,1,35,1,0,0
2396,71,5378,3,20,20,3390,15,28,0,0,0
2397,63,5452,6,1,4642,112,9,41,0,0,0
2398,81,4726,3,25,125,1860,12,4,0,0,0
2399,36,5052,2,2,94,78,14,75,0,0,0
2400,29,2121,2,32,490,1712,2,23,0,0,0
2401,65,3095,0,6,7509,7447,9,26,0,0,0
2402,29,2264,2,25,184,1991,3,22,0,0,0
2403,60,3721,0,48,22,6049,2,61,0,0,0
2404,36,4650,1,18,1189,4184,13,53,0,0,0
2405,66,2661,4,20,1696,1663,2,9,0,0,0
2406,60,5806,4,30,711,985,9,8,0,0,0
2407,26,5494,5,22,1967,1806,11,23,0,0,0
2408,25,5799,0,0,0,0,10,20,0,0,0
2409,46,2704,4,17,1432,1345,3,10,0,0,0
2410,42,3627,3,28,261,2417,17,39,0,0,0
2411,25,5209,4,3,2392,247,16,92,0,0,0
2412,50,4535,2,21,704,2189,3,23,0,0,0
2413,24,2305,4,22,403,3113,7,25,0,0,0
2414,59,2403,3,39,1185,3328,2,35,0,0,0
2415,60,4245,4,42,8940,6522,3,73,1,0,0
2416,79,3805,1,17,516,1962,12,16,0,0,0
2417,46,5734,0,0,15,0,4,12,0,0,0
2418,76,5027,2,11,14494,1964,8,8,0,0,0
2419,42,4132,3,54,2358,3434,8,35,1,0,0
2420,36,4500,4,10,580,453,14,15,0,0,0
2421,95,2961,0,46,229,4278,8,21,0,0,0
2422,29,5692,0,13,335,1898,6,25,0,1,0
2423,90,2411,2,23,200,2642,7,19,0,0,0
2424,46,5846,2,16,526,799,15,21,0,0,0
2425,83,2482,5,12,427,371,2,14,0,0,0
2426,118,3700,0,78,285,3613,12,41,0,0,0
2427,63,3005,0,25,131,824,9,14,0,0,0
2428,77,4445,5,4,4676,236,8,21,0,0,0
2429,25,2947,6,18,637,1467,8,42,0,0,0
2430,29,5647,5,19,1998,1698,11,20,0,0,0
2431,75,4007,4,13,3328,1405,8,66,0,0,0
2432,41,3714,3,40,4869,37958,7,134,0,0,0
2433,60,3380,1,34,18800,15776,2,44,1,0,0
2434,48,3959,1,18,11170,5158,7,37,0,0,0
2435,51,2706,0,11,2184,984,11,2,0,0,0
2436,24,2677,3,16,1330,1458,2,10,0,0,0
2437,31,5674,3,41,3783,9917,8,52,1,0,0
2438,60,2981,0,4,2423,604,7,11,0,0,0
2439,87,3204,1,17,1030,1651,6,47,1,0,0
2440,31,3600,1,30,475,1966,2,34,0,0,0
2441,18,4307,0,21,11211,22482,6,34,0,0,0
